payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
4429443,68476139,42.7,0.64,ONLINE,PAID
4429444,68476173,155.3,4.19,ONLINE,PAID
4429445,68469266,88.8,1.33,DEBIT,PAID
4429447,68476278,67.7,1.02,ONLINE,PAID
4429451,68476555,117.7,3.18,ONLINE,PAID
4429454,68476859,141.6,2.12,ONLINE,PAID
4429456,68477257,53.6,0.8,ONLINE,PAID
4429457,68477258,127.8,3.45,ONLINE,PAID
4429458,68477372,109.4,2.95,ONLINE,PAID
4429460,68477593,15,0,VOUCHER,PAID
4429469,68478454,111.7,3.02,ONLINE,PAID
4429473,68478614,36.8,0.55,ONLINE,PAID
4429474,68417544,109.3,1.64,DEBIT_STORE,PAID
4429475,68479078,215.05,5.81,ONLINE,PAID
4429476,68469494,71.6,1.07,DEBIT,PAID
4429477,68479233,169.1,4.57,ONLINE,PAID
4429479,68479324,25,0,VOUCHER,PAID
4429481,68479509,27.64,0.41,ONLINE,PAID
4429482,68479590,99.25,2.68,ONLINE,PAID
4429484,68479592,216.65,5.85,ONLINE,PAID
4429485,68479631,122.4,3.3,ONLINE,PAID
4429490,68479787,180.3,4.87,ONLINE,PAID
4429492,68479925,54.9,0.82,ONLINE,PAID
4429493,68479925,10,0,VOUCHER,PAID
4429495,68480121,200.9,5.42,ONLINE,PAID
4429499,68480496,99.25,2.68,ONLINE,PAID
4429501,68480601,121.9,3.29,ONLINE,PAID
4429507,68481257,83.9,1.26,ONLINE,PAID
4429508,68481478,77.6,1.16,ONLINE,PAID
4429513,68481970,112.3,3.03,ONLINE,PAID
4429514,68482005,57.8,1.56,ONLINE,PAID
4429515,68482035,107.8,1.62,ONLINE,PAID
4429517,68482136,150.7,4.07,ONLINE,PAID
4429520,68482225,10,0,VOUCHER,PAID
4429522,68482277,168.45,2.53,ONLINE,PAID
4429525,68482359,99.8,0,ONLINE,PAID
4429529,68482388,101.8,2.75,ONLINE,PAID
4429532,68482470,77.3,2.09,ONLINE,PAID
4429533,68474212,46.8,0.7,DEBIT,PAID
4429535,68482866,70.8,1.91,ONLINE,PAID
4429538,68482996,49.9,1.35,ONLINE,PAID
4429540,68483086,73.8,1.11,ONLINE,PAID
4429544,68483169,208.1,5.62,ONLINE,PAID
4429547,68474769,35.9,0.54,DEBIT,PAID
4429555,68479324,36.9,0.55,DEBIT,PAID
4429558,68483713,265.6,7.17,ONLINE,PAID
4429560,68483781,103.7,2.8,ONLINE,PAID
4429563,68483840,65.9,1.78,ONLINE,PAID
4429564,68483843,41.82,0.63,ONLINE,PAID
4429565,68483843,47.29,0.71,ONLINE,PAID
4429568,68483938,71.6,1.07,ONLINE,PAID
4429569,68480124,40.7,0.61,DEBIT,PAID
4429571,68484186,121.3,3.28,ONLINE,PAID
4429573,68484269,93.7,2.53,ONLINE,PAID
4429576,68484295,33.9,0.51,ONLINE,PAID
4429577,68473759,33.9,0.51,DEBIT,PAID
4429578,68484313,58.9,1.59,ONLINE,PAID
4429579,68484314,133.9,3.62,ONLINE,PAID
4429586,68484423,80.8,2.18,ONLINE,PAID
4429588,68484572,136.2,3.68,ONLINE,PAID
4429589,68484573,30.79,0.46,ONLINE,PAID
4429590,68484573,8,0,VOUCHER,PAID
4429593,68469930,64.79,0,MEAL_BENEFIT,PAID
4429594,68484730,101.7,1.53,ONLINE,PAID
4429596,68471508,66.7,1,DEBIT,PAID
4429597,68484842,273.85,7.39,ONLINE,PAID
4429598,68484921,39.59,0.59,ONLINE,PAID
4429599,68484921,12,0,VOUCHER,PAID
4429606,68477593,125.6,1.88,CREDIT,PAID
4429611,68485923,86.8,2.34,ONLINE,PAID
4429613,68475999,251.2,3.39,DEBIT,PAID
4429620,68486130,86.8,2.34,ONLINE,PAID
4429621,68486197,69.9,1.05,ONLINE,PAID
4429624,68475990,69.8,1.05,DEBIT,PAID
4429628,68486448,86.8,2.34,ONLINE,PAID
4429637,68478064,38.79,0,MEAL_BENEFIT,PAID
4429640,68478064,30,0.45,CREDIT_STORE,PAID
4429647,68468998,35.7,0.54,DEBIT,PAID
4429648,68487049,175.2,4.73,ONLINE,PAID
4429650,68487124,207.6,5.61,ONLINE,PAID
4429656,68487304,29.8,0.45,ONLINE,PAID
4429657,68487304,10,0,VOUCHER,PAID
4429659,68487317,60.9,0,ONLINE,PAID
4429660,68487327,16.9,0.25,ONLINE,PAID
4429661,68487327,10,0,VOUCHER,PAID
4429664,68488118,187.4,2.81,ONLINE,PAID
4429669,68488447,70.4,1.9,ONLINE,PAID
4429672,68488583,86.8,2.34,ONLINE,PAID
4429677,68489170,218.4,5.9,ONLINE,PAID
4429680,68489350,29,0.44,ONLINE,PAID
4429685,68489753,10,0,VOUCHER,PAID
4429694,68490127,165.7,4.47,ONLINE,PAID
4429696,68490156,161.7,4.37,ONLINE,PAID
4429698,68490264,56.9,1.54,ONLINE,PAID
4429699,68490282,35.8,0.54,ONLINE,PAID
4429701,68490746,175.3,4.73,ONLINE,PAID
4429702,68490751,29.8,0.45,ONLINE,PAID
4429703,68490751,10,0,VOUCHER,PAID
4429705,68482706,211.2,2.85,DEBIT,PAID
4429709,68467008,26.9,0.4,DEBIT,PAID
4429715,68491367,39.6,0.59,ONLINE,PAID
4429716,68491371,25.8,0.39,ONLINE,PAID
4429717,68491371,10,0,VOUCHER,PAID
4429724,68492000,33.9,0.51,ONLINE,PAID
4429737,68493359,46.5,0.7,ONLINE,PAID
4429738,68493384,139.4,2.09,ONLINE,PAID
4429743,68493525,45.9,1.24,ONLINE,PAID
4429746,68494009,61.8,1.67,ONLINE,PAID
4429747,68494074,155.2,4.19,ONLINE,PAID
4429751,68494526,101.7,2.75,ONLINE,PAID
4429754,68494630,15,0,VOUCHER,CHARGEBACK
4429755,68494752,77,1.16,ONLINE,PAID
4429757,68494786,26.9,0.4,ONLINE,PAID
4429758,68494803,85.4,2.31,ONLINE,PAID
4429759,68494925,81.48,1.22,ONLINE,PAID
4429760,68494978,92.3,2.49,ONLINE,PAID
4429763,68495102,64.7,1.75,ONLINE,PAID
4429764,68495173,124.75,3.37,ONLINE,PAID
4429767,68495340,105.6,2.85,ONLINE,PAID
4429773,68495519,203.7,5.5,ONLINE,PAID
4429775,68495691,109.2,1.64,ONLINE,PAID
4429776,68495696,28,0.42,ONLINE,PAID
4429781,68495930,69.7,1.05,ONLINE,PAID
4429785,68489753,82.8,1.24,DEBIT,PAID
4429786,68496272,108.4,2.93,ONLINE,PAID
4429787,68496273,97.7,2.64,ONLINE,PAID
4429789,68496519,121.1,3.27,ONLINE,PAID
4429797,68497141,155.6,4.2,ONLINE,PAID
4429798,68497143,71.4,0,ONLINE,PAID
4429804,68498011,18.09,0.27,ONLINE,PAID
4429805,68498011,12,0,VOUCHER,PAID
4429807,68498116,70.72,1.06,ONLINE,PAID
4429808,68498116,15.18,0,VOUCHER,PAID
4429817,68498710,24.9,0.5,ONLINE,PAID
4429818,68498746,89,1.34,ONLINE,PAID
4429822,68499019,35.8,0.54,ONLINE,PAID
4429838,68473855,21.9,0,MEAL_BENEFIT,PAID
4429839,68500346,153.75,4.15,ONLINE,PAID
4429843,68500443,202.8,5.48,ONLINE,PAID
4429847,68500500,187.4,2.81,ONLINE,PAID
4429852,68500865,118.3,3.19,ONLINE,PAID
4429853,68500865,8,0,VOUCHER,PAID
4429858,68500949,169.45,4.58,ONLINE,PAID
4429859,68467873,41.7,0.63,DEBIT,PAID
4429865,68501296,248.5,6.71,ONLINE,PAID
4429870,68501638,17.9,0.27,ONLINE,PAID
4429871,68501638,12,0,VOUCHER,PAID
4429872,68475996,80.49,0,MEAL_BENEFIT,PAID
4429873,68501641,34.7,0.52,ONLINE,PAID
4429874,68501641,10,0,VOUCHER,PAID
4429875,68501669,55.59,0.83,ONLINE,PAID
4429877,68490898,242.5,3.27,DEBIT,PAID
4429879,68502108,61.6,0.92,ONLINE,PAID
4429880,68502108,15,0,VOUCHER,PAID
4429882,68502133,74.4,2.01,ONLINE,PAID
4429883,68502136,57.8,1.56,ONLINE,PAID
4429887,68502235,111.7,1.68,ONLINE,PAID
4429894,68491950,196.35,2.95,ONLINE,PAID
4429896,68502637,78.9,2.13,ONLINE,PAID
4429900,68503063,56.8,1.53,ONLINE,PAID
4429903,68503221,10,0,VOUCHER,PAID
4429906,68503345,183.3,4.95,ONLINE,PAID
4429907,68503376,42.6,0.64,ONLINE,PAID
4429908,68503376,10,0,VOUCHER,PAID
4429911,68503506,25.8,0.39,ONLINE,PAID
4429912,68503506,10,0,VOUCHER,PAID
4429915,68503571,101.7,1.53,ONLINE,PAID
4429916,68503571,10,0,VOUCHER,PAID
4429925,68503851,39.7,0.6,ONLINE,PAID
4429926,68503851,10,0,VOUCHER,PAID
4429927,68503888,141.5,2.12,ONLINE,PAID
4429931,68504054,49.9,0.75,ONLINE,PAID
4429932,68504076,83.8,1.26,ONLINE,PAID
4429933,68504076,10,0,VOUCHER,PAID
4429934,68504223,82.25,2.22,ONLINE,PAID
4429935,68504333,204.6,5.52,ONLINE,PAID
4429938,68479033,44.7,0.67,CREDIT,PAID
4429940,68504597,160.2,4.33,ONLINE,PAID
4429950,68505205,87.8,1.32,ONLINE,PAID
4429954,68505307,57.8,1.56,ONLINE,PAID
4429956,68505310,201.8,5.45,ONLINE,PAID
4429958,68505353,161.7,4.37,ONLINE,PAID
4429963,68505583,39.9,0.6,ONLINE,PAID
4429967,68506311,240.2,6.49,ONLINE,PAID
4429975,68482225,54.9,0,MEAL_BENEFIT,PAID
4429978,68506905,57.8,0.87,ONLINE,PAID
4429980,68507029,93.8,2.53,ONLINE,PAID
4429984,68507363,220.1,5.94,ONLINE,PAID
4429987,68507510,75.9,1.14,ONLINE,PAID
4429988,68507510,10,0,VOUCHER,PAID
4429992,68507720,94.3,2.55,ONLINE,PAID
4429994,68507794,74.8,2.02,ONLINE,PAID
4430000,68508087,42,0.63,ONLINE,PAID
4430002,68486469,85.7,1.16,DEBIT,PAID
4430010,68508715,32,0.48,ONLINE,PAID
4430011,68508715,8,0,VOUCHER,PAID
4430013,68508737,80.4,2.17,ONLINE,PAID
4430014,68508907,224.5,6.06,ONLINE,PAID
4430015,68508960,185.2,5,ONLINE,PAID
4430017,68503221,23.3,0.35,DEBIT,PAID
4430018,68509236,124.3,3.36,ONLINE,PAID
4430019,68509236,14,0,VOUCHER,PAID
4430021,68509241,93.7,2.53,ONLINE,PAID
4430022,68509270,39.9,0.6,ONLINE,PAID
4430023,68509270,10,0,VOUCHER,PAID
4430024,68509303,89.6,2.42,ONLINE,PAID
4430027,68509517,89.8,2.42,ONLINE,PAID
4430028,68509521,146.6,3.96,ONLINE,PAID
4430029,68509526,71.6,1.07,ONLINE,PAID
4430030,68509697,73,1.1,ONLINE,PAID
4430036,68510176,22.7,0.34,ONLINE,PAID
4430037,68510250,54.9,0.82,ONLINE,PAID
4430038,68508615,56.8,0,VOUCHER_DC,PAID
4430039,68510409,101.7,1.53,ONLINE,PAID
4430040,68510421,180.7,4.88,ONLINE,PAID
4430045,68510898,131.8,3.56,ONLINE,PAID
4430049,68510957,161.4,4.36,ONLINE,PAID
4430051,68511048,42,0.63,ONLINE,PAID
4430052,68511241,66.8,1,ONLINE,PAID
4430053,68511320,29.9,0.45,ONLINE,PAID
4430055,68511353,160.2,4.33,ONLINE,PAID
4430056,68511483,29.9,0.45,ONLINE,PAID
4430062,68511745,95.3,2.57,ONLINE,PAID
4430065,68511949,42.8,0.64,ONLINE,PAID
4430071,68512001,66.4,1.79,ONLINE,PAID
4430072,68501774,83.8,1.26,DEBIT,PAID
4430074,68512150,228.8,6.18,ONLINE,PAID
4430079,68512352,413,11.15,ONLINE,PAID
4430080,68487883,64.4,0.87,DEBIT,PAID
4430081,68512549,125.6,3.39,ONLINE,PAID
4430085,68512677,147.9,3.99,ONLINE,PAID
4430087,68513034,10,0,VOUCHER,PAID
4430097,68513655,131.7,3.56,ONLINE,PAID
4430100,68513787,39.8,0.6,ONLINE,PAID
4430101,68513847,130.5,3.52,ONLINE,PAID
4430103,68514142,51,0.77,ONLINE,PAID
4430107,68514347,24,0.36,ONLINE,PAID
4430114,68515253,64.9,0.97,ONLINE,PAID
4430115,68515335,74.3,2.01,ONLINE,PAID
4430118,68515492,68.48,1.03,ONLINE,PAID
4430120,68515540,159.4,4.3,ONLINE,PAID
4430124,68515705,40,0.6,ONLINE,PAID
4430125,68515719,115.2,3.11,ONLINE,PAID
4430127,68515934,10,0,VOUCHER,PAID
4430129,68516039,29.9,0.45,ONLINE,PAID
4430132,68516127,60.4,1.63,ONLINE,PAID
4430134,68516224,71.6,1.07,ONLINE,PAID
4430137,68516556,41.7,0.63,ONLINE,PAID
4430139,68516664,73.7,1.99,ONLINE,PAID
4430141,68516856,93.6,2.53,ONLINE,PAID
4430146,68516950,70.8,1.91,ONLINE,PAID
4430151,68517026,24,0.36,ONLINE,PAID
4430153,68517054,21,0.32,ONLINE,PAID
4430155,68517197,93.3,2.52,ONLINE,PAID
4430156,68517298,136.2,3.68,ONLINE,PAID
4430161,68517590,89.8,2.42,ONLINE,PAID
4430162,68517671,86.8,2.34,ONLINE,PAID
4430164,68517785,138.6,3.74,ONLINE,PAID
4430166,68517851,135.9,3.67,ONLINE,PAID
4430170,68517922,119.4,1.79,ONLINE,PAID
4430172,68517953,91.8,2.48,ONLINE,PAID
4430173,68517960,12,0,VOUCHER,PAID
4430177,68518102,155.3,4.19,ONLINE,PAID
4430178,68518147,215.4,5.82,ONLINE,PAID
4430185,68518476,54.9,0.82,ONLINE,PAID
4430186,68518476,10,0,VOUCHER,PAID
4430188,68518486,61.7,1.67,ONLINE,PAID
4430191,68518624,103.7,2.8,ONLINE,PAID
4430195,68518696,98.7,1.48,ONLINE,PAID
4430197,68518740,106.8,2.88,ONLINE,PAID
4430198,68518779,68.4,1.85,ONLINE,PAID
4430202,68518953,44.8,0.67,STORE_DIRECT_PAYMENT,PAID
4430203,68518974,41.69,0.63,ONLINE,PAID
4430208,68519110,149.7,4.04,ONLINE,PAID
4430214,68519242,57,0.86,ONLINE,PAID
4430219,68519368,130.15,3.51,ONLINE,PAID
4430220,68519425,114.5,1.72,ONLINE,PAID
4430224,68519696,20,0.3,ONLINE,PAID
4430230,68519936,161.8,4.37,ONLINE,PAID
4430235,68520179,45.9,0,ONLINE,PAID
4430236,68520264,71.4,1.07,ONLINE,PAID
4430237,68520333,191.05,5.16,ONLINE,PAID
4430243,68520503,123.75,3.34,ONLINE,PAID
4430245,68520568,169.6,2.54,ONLINE,PAID
4430246,68520641,103.7,2.8,ONLINE,PAID
4430247,68520735,111.7,3.02,ONLINE,PAID
4430249,68520763,95.3,2.57,ONLINE,PAID
4430250,68520790,86.8,2.34,ONLINE,PAID
4430259,68521023,122.6,3.31,ONLINE,PAID
4430265,68521481,155.3,4.19,ONLINE,PAID
4430266,68521582,23.3,0.35,ONLINE,PAID
4430267,68521582,10,0,VOUCHER,PAID
4430275,68522176,130.9,3.53,ONLINE,PAID
4430276,68522236,47.8,0.72,ONLINE,PAID
4430277,68522236,20,0,VOUCHER,PAID
4430280,68512601,112.67,1.69,CREDIT,PAID
4430283,68522457,208,5.62,ONLINE,PAID
4430287,68522608,49.9,1.35,ONLINE,PAID
4430289,68522844,157.6,4.26,ONLINE,PAID
4430301,68513034,63.9,0,MEAL_BENEFIT,PAID
4430305,68523190,60.5,0.91,ONLINE,PAID
4430309,68523800,115.3,3.11,ONLINE,PAID
4430318,68515934,66.9,1,DEBIT,PAID
4430319,68524540,61.8,1.67,ONLINE,PAID
4430322,68524704,111.7,3.02,ONLINE,PAID
4430339,68526229,41.9,0.63,ONLINE,PAID
4430341,68526348,74.9,1.12,ONLINE,PAID
4430342,68526348,5,0,VOUCHER,PAID
4430343,68526406,165.1,4.46,ONLINE,PAID
4430346,68526520,217.5,5.87,ONLINE,PAID
4430347,68526521,123.6,3.34,ONLINE,PAID
4430348,68526643,140.2,3.79,ONLINE,PAID
4430352,68527007,60.8,0.91,ONLINE,PAID
4430354,68527361,142.9,3.86,ONLINE,PAID
4430356,68527437,145.9,3.94,ONLINE,PAID
4430358,68527526,33.3,0.5,ONLINE,PAID
4430361,68527532,45.7,0.69,ONLINE,PAID
4430362,68527568,47.7,0.72,ONLINE,PAID
4430364,68527652,276.8,7.47,ONLINE,PAID
4430366,68527781,107.7,2.91,ONLINE,PAID
4430367,68496784,44.89,0.67,DEBIT,PAID
4430368,68527909,116.5,3.15,ONLINE,PAID
4430370,68528039,155.3,4.19,ONLINE,PAID
4430377,68528467,134.7,3.64,ONLINE,PAID
4430378,68528467,11.9,0,VOUCHER,PAID
4430379,68528489,35.8,0.54,ONLINE,PAID
4430380,68528562,55.9,0.84,ONLINE,PAID
4430382,68528679,105.3,2.84,ONLINE,PAID
4430383,68528724,104.7,1.57,ONLINE,PAID
4430385,68528734,102,1.53,ONLINE,PAID
4430388,68528942,78.69,1.18,ONLINE,PAID
4430390,68528948,57.8,1.56,ONLINE,PAID
4430391,68529021,94.9,2.56,ONLINE,PAID
4430392,68529147,106,1.59,ONLINE,PAID
4430394,68529178,32,0.48,ONLINE,PAID
4430396,68529193,130.2,3.52,ONLINE,PAID
4430398,68529342,156.7,4.23,ONLINE,PAID
4430407,68529716,99.25,2.68,ONLINE,PAID
4430409,68529827,276.3,7.46,ONLINE,PAID
4430418,68530377,75.6,2.04,ONLINE,PAID
4430419,68530417,221.7,5.99,ONLINE,PAID
4430425,68530603,105,1.58,ONLINE,PAID
4430428,68530788,116.3,3.14,ONLINE,PAID
4430429,68530789,265.65,7.17,ONLINE,PAID
4430433,68531273,45.7,0.69,ONLINE,PAID
4430434,68531426,51.8,1.4,ONLINE,PAID
4430438,68531535,75.9,2.05,ONLINE,PAID
4430451,68532068,163.75,4.42,ONLINE,PAID
4430456,68532184,69.8,1.88,ONLINE,PAID
4430458,68532383,120.9,3.26,ONLINE,PAID
4430460,68532385,268.2,7.24,ONLINE,PAID
4430461,68532385,11.9,0,VOUCHER,PAID
4430463,68532405,29.9,0.45,ONLINE,PAID
4430465,68532426,54.7,1.48,ONLINE,PAID
4430466,68532438,271.25,7.32,ONLINE,PAID
4430467,68532489,124.5,3.36,ONLINE,PAID
4430471,68532568,151.35,4.09,ONLINE,PAID
4430474,68532604,210.1,5.67,ONLINE,PAID
4430485,68533113,341.1,9.21,ONLINE,PAID
4430486,68533156,57.8,0.87,ONLINE,PAID
4430489,68517960,44.49,0.67,DEBIT,PAID
4430493,68524691,52.6,0.79,DEBIT,PAID
4430497,68533394,155.7,2.34,ONLINE,PAID
4430502,68533798,75.9,1.14,ONLINE,PAID
4430503,68533798,10,0,VOUCHER,PAID
4430508,68533937,35.8,0.54,ONLINE,PAID
4430515,68534507,150.75,4.07,ONLINE,PAID
4430522,68534757,226.5,6.12,ONLINE,PAID
4430527,68534900,112.15,3.03,ONLINE,PAID
4430528,68534918,161.8,2.43,ONLINE,PAID
4430529,68534918,10,0,VOUCHER,PAID
4430530,68534929,161.7,4.37,ONLINE,PAID
4430534,68535065,102.7,2.77,ONLINE,PAID
4430535,68535085,42.9,0.64,ONLINE,PAID
4430542,68535289,47.8,0.72,ONLINE,PAID
4430543,68535289,10,0,VOUCHER,PAID
4430545,68535341,112.2,3.03,ONLINE,PAID
4430553,68535708,49.9,0.75,ONLINE,PAID
4430555,68535778,80.4,2.17,ONLINE,PAID
4430556,68535967,184.1,4.97,ONLINE,PAID
4430561,68527199,62.9,0.94,DEBIT,PAID
4430562,68536155,177.75,4.8,ONLINE,PAID
4430563,68536216,34.9,0.52,ONLINE,PAID
4430569,68536455,86.8,2.34,ONLINE,PAID
4430572,68536611,128.5,3.47,ONLINE,PAID
4430573,68536664,103.7,2.8,ONLINE,PAID
4430574,68536782,107.7,2.91,ONLINE,PAID
4430579,68536832,107.7,2.91,ONLINE,PAID
4430581,68536899,103.7,2.8,ONLINE,PAID
4430582,68536966,151.7,4.1,ONLINE,PAID
4430586,68537250,139.5,3.77,ONLINE,PAID
4430593,68537438,80.4,2.17,ONLINE,PAID
4430596,68537489,85.9,1.29,ONLINE,PAID
4430601,68537572,86.8,2.34,ONLINE,PAID
4430603,68537700,101.7,2.75,ONLINE,PAID
4430606,68537759,152.7,4.12,ONLINE,PAID
4430609,68537881,32,0.48,ONLINE,PAID
4430613,68537957,21.7,0.33,ONLINE,PAID
4430614,68537957,10,0,VOUCHER,PAID
4430616,68538068,75.8,1.14,ONLINE,PAID
4430619,68538190,65.9,0.99,ONLINE,PAID
4430626,68538292,62.8,1.7,ONLINE,PAID
4430627,68538343,105.7,2.85,ONLINE,PAID
4430628,68538391,64.4,1.74,ONLINE,PAID
4430629,68538394,113.09,1.7,ONLINE,PAID
4430630,68538395,57.8,1.56,ONLINE,PAID
4430634,68538454,107.6,1.61,ONLINE,PAID
4430635,68538454,10,0,VOUCHER,PAID
4430636,68538487,236.4,6.38,ONLINE,PAID
4430654,68538804,97.59,1.46,ONLINE,PAID
4430658,68538927,91.8,2.48,ONLINE,PAID
4430659,68538928,107.7,1.62,ONLINE,PAID
4430661,68539109,111.7,3.02,ONLINE,PAID
4430663,68539116,139.3,3.76,ONLINE,PAID
4430665,68539198,187.15,5.05,ONLINE,PAID
4430669,68539343,123.75,1.86,ONLINE,PAID
4430673,68539422,103.49,1.55,ONLINE,PAID
4430674,68539501,243.2,6.57,ONLINE,PAID
4430678,68539617,61.9,0.93,ONLINE,PAID
4430679,68539632,35.8,0.54,ONLINE,PAID
4430680,68539632,25,0,VOUCHER,PAID
4430682,68539696,149.6,4.04,ONLINE,PAID
4430683,68539731,114.65,3.1,ONLINE,PAID
4430685,68539779,181.7,4.91,ONLINE,PAID
4430686,68539918,126.3,3.41,ONLINE,PAID
4430688,68539994,138,2.07,ONLINE,PAID
4430690,68540038,32.4,0.49,ONLINE,PAID
4430695,68540117,163.1,4.4,ONLINE,PAID
4430699,68540316,29.9,0.45,ONLINE,PAID
4430701,68540474,53.9,0.81,ONLINE,PAID
4430703,68540547,39.9,0.6,ONLINE,PAID
4430704,68540547,10,0,VOUCHER,PAID
4430707,68540584,85.9,1.29,ONLINE,PAID
4430708,68540614,68.4,1.85,ONLINE,PAID
4430711,68540734,96.9,2.62,ONLINE,PAID
4430713,68540793,162.1,4.38,ONLINE,PAID
4430716,68540862,31.8,0.48,ONLINE,PAID
4430717,68540862,10,0,VOUCHER,PAID
4430722,68540954,71.79,1.08,ONLINE,PAID
4430723,68540954,12,0,VOUCHER,PAID
4430729,68541151,29,0.44,ONLINE,PAID
4430733,68522220,33.9,0.51,DEBIT,PAID
4430736,68531575,38.55,0.58,DEBIT,PAID
4430741,68541557,49.9,0.75,ONLINE,PAID
4430742,68541563,59.8,0.9,ONLINE,PAID
4430743,68541618,73.8,1.11,ONLINE,PAID
4430747,68531575,38.55,0.58,DEBIT,PAID
4430751,68531575,38.5,0.58,DEBIT,PAID
4430759,68541946,101.15,2.73,ONLINE,PAID
4430760,68541970,31.8,0.48,ONLINE,PAID
4430761,68541970,10,0,VOUCHER,PAID
4430762,68542000,39.9,0.6,ONLINE,PAID
4430763,68542000,10,0,VOUCHER,PAID
4430766,68531890,65.69,0.99,DEBIT,PAID
4430769,68542212,209.2,5.65,ONLINE,PAID
4430772,68542272,201.8,5.45,ONLINE,PAID
4430775,68542588,39.9,0.6,ONLINE,PAID
4430776,68542588,10,0,VOUCHER,PAID
4430777,68542608,122.1,3.3,ONLINE,PAID
4430780,68542612,75.9,1.14,ONLINE,PAID
4430781,68542612,10,0,VOUCHER,PAID
4430782,68542697,64.3,1.74,ONLINE,PAID
4430784,68542804,54.8,0.82,ONLINE,PAID
4430785,68542804,10,0,VOUCHER,PAID
4430787,68542824,49.8,0.75,ONLINE,PAID
4430790,68542859,102.7,2.77,ONLINE,PAID
4430793,68542923,85.4,2.31,ONLINE,PAID
4430794,68542972,54,0.81,ONLINE,PAID
4430795,68542973,42,0.63,ONLINE,PAID
4430800,68543097,86.8,1.3,ONLINE,PAID
4430803,68543161,149.8,4.04,ONLINE,PAID
4430804,68543161,10,0,VOUCHER,PAID
4430805,68543165,69.7,1.88,ONLINE,PAID
4430806,68543217,116.6,3.15,ONLINE,PAID
4430810,68543415,26,0.39,ONLINE,PAID
4430811,68543470,75.9,1.14,ONLINE,PAID
4430812,68543470,10,0,VOUCHER,PAID
4430824,68543669,48,0.72,ONLINE,PAID
4430827,68543778,57.5,1.55,ONLINE,PAID
4430828,68543779,74.4,2.01,ONLINE,PAID
4430829,68543850,195.1,5.27,ONLINE,PAID
4430835,68544091,22,0.33,ONLINE,PAID
4430838,68544116,184.35,4.98,ONLINE,PAID
4430840,68544162,36.8,0.99,ONLINE,PAID
4430841,68544232,61,0.92,ONLINE,PAID
4430843,68544253,70.4,1.9,ONLINE,PAID
4430846,68544354,67.8,1.83,ONLINE,PAID
4430848,68508087,48,0.72,MONEY,PAID
4430849,68544662,45.8,0.69,ONLINE,PAID
4430851,68544741,243.6,6.58,ONLINE,PAID
4430857,68544827,213.8,5.77,ONLINE,PAID
4430858,68544828,113.65,3.07,ONLINE,PAID
4430859,68544830,103.5,2.79,ONLINE,PAID
4430860,68517670,147.4,0,MEAL_BENEFIT,PAID
4430862,68544934,172,4.64,ONLINE,PAID
4430863,68544984,115.5,3.12,ONLINE,PAID
4430874,68545160,147.7,2.22,ONLINE,PAID
4430875,68545161,253.3,6.84,ONLINE,PAID
4430878,68545254,126.9,3.43,ONLINE,PAID
4430881,68545318,56.8,1.53,ONLINE,PAID
4430886,68545471,109.1,2.95,ONLINE,PAID
4430887,68545508,89.6,1.34,ONLINE,PAID
4430888,68545508,5,0,VOUCHER,PAID
4430902,68545940,79.4,2.14,ONLINE,PAID
4430910,68546166,43.9,0.66,ONLINE,PAID
4430913,68546410,57.3,1.55,ONLINE,PAID
4430914,68546466,85.9,2.32,ONLINE,PAID
4430917,68522609,77.8,1.05,DEBIT,PAID
4430930,68546930,127.2,3.43,ONLINE,PAID
4430937,68547198,68.5,1.85,ONLINE,PAID
4430938,68547198,11.9,0,VOUCHER,PAID
4430939,68547200,98.8,2.67,ONLINE,PAID
4430943,68547297,67.8,1.02,ONLINE,PAID
4430945,68547334,134.8,3.64,ONLINE,PAID
4430950,68540777,31.79,0.48,ONLINE,PAID
4430952,68531155,120.75,1.81,CREDIT,PAID
4430953,68547551,82.7,2.23,ONLINE,PAID
4430958,68547772,110.8,1.66,ONLINE,PAID
4430963,68547893,194.5,5.25,ONLINE,PAID
4430964,68547928,189.4,5.11,ONLINE,PAID
4430969,68548121,171.3,4.63,ONLINE,PAID
4430970,68548124,166,4.48,ONLINE,PAID
4430971,68536475,66.9,1,DEBIT,PAID
4430974,68548265,143.3,3.87,ONLINE,PAID
4430975,68548274,89.8,2.42,ONLINE,PAID
4430976,68548274,11.9,0,VOUCHER,PAID
4430979,68548389,26.4,0.4,ONLINE,PAID
4430983,68548480,86.9,2.35,ONLINE,PAID
4430986,68548620,156.7,4.23,ONLINE,PAID
4430987,68548622,318.1,8.59,ONLINE,PAID
4430996,68548895,80.6,2.18,ONLINE,PAID
4430997,68548929,189.4,5.11,ONLINE,PAID
4430998,68548932,112.15,3.03,ONLINE,PAID
4431003,68548996,129.2,3.49,ONLINE,PAID
4431021,68549322,33.89,0.51,ONLINE,PAID
4431027,68549412,108.7,2.93,ONLINE,PAID
4431028,68549414,165.3,4.46,ONLINE,PAID
4431029,68549456,39.79,0.6,ONLINE,PAID
4431030,68549456,12,0,VOUCHER,PAID
4431032,68549510,117.2,3.16,ONLINE,PAID
4431034,68549630,50.8,0.76,ONLINE,PAID
4431035,68549631,131.8,3.56,ONLINE,PAID
4431043,68549797,106.6,2.88,ONLINE,PAID
4431044,68549839,81,1.22,ONLINE,PAID
